,name,field_type,field_name,description,dataset-id,dataset_link,portal
45610,Percent White,Number,percent_white,,ghht-zbsp,https://data.cityofnewyork.us/d/ghht-zbsp,data.cityofnewyork
45611,Percent Asian,Number,percent_asian,,ghht-zbsp,https://data.cityofnewyork.us/d/ghht-zbsp,data.cityofnewyork
45612,Percent HRA Eligible,Number,percent_hra_eligible,,ghht-zbsp,https://data.cityofnewyork.us/d/ghht-zbsp,data.cityofnewyork
45613,Percent in Temp Housing,Number,percent_in_temp_housing,,ghht-zbsp,https://data.cityofnewyork.us/d/ghht-zbsp,data.cityofnewyork
45625,School Type,Text,school_type,,nenq-ccpd,https://data.cityofnewyork.us/d/nenq-ccpd,data.cityofnewyork
45628,DBN,Text,dbn,,nenq-ccpd,https://data.cityofnewyork.us/d/nenq-ccpd,data.cityofnewyork
45629,enrollment,Number,enrollment,,nenq-ccpd,https://data.cityofnewyork.us/d/nenq-ccpd,data.cityofnewyork
45646,Unnamed Column,Text,unnamed_column,,nenq-ccpd,https://data.cityofnewyork.us/d/nenq-ccpd,data.cityofnewyork
45649,Principal,Text,principal,,nenq-ccpd,https://data.cityofnewyork.us/d/nenq-ccpd,data.cityofnewyork
45650,School name,Text,school_name,,nenq-ccpd,https://data.cityofnewyork.us/d/nenq-ccpd,data.cityofnewyork
45653,the_geom,multipolygon,the_geom,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45654,OBJECTID,text,objectid,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45655,GISPropNum,text,gispropnum,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45658,Location,text,location,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45661,Precinct,text,precinct,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45662,ZIPCode,text,zipcode,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45663,Borough,text,borough,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45664,Acres,text,acres,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45665,Comments,text,comments,,cmni-fvnx,https://data.cityofnewyork.us/d/cmni-fvnx,data.cityofnewyork
45677,"SERVICE CATEGORY
(0K-08 ONLY)",Text,service_category_0k_08_only,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45678,CSD,Number,csd,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45679,BOROUGH,Text,borough,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45680,NUMBER OF CLASSES,Number,number_of_classes,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45681,NUMBER OF STUDENTS,Number,number_of_students,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45682,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)",Text,core_subject_ms_core_and,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45683,GRADE LEVEL,Text,grade_level,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45684,CLASS SIZE,Text,class_size,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45686,PROGRAM TYPE,Text,program_type,,ub9e-s7ai,https://data.cityofnewyork.us/d/ub9e-s7ai,data.cityofnewyork
45687,ProviderType,text,providertype,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45688,DFTA ID,text,dfta_id,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45689,ContractYear,text,contractyear,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45690,SponsorName,text,sponsorname,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45691,ProgramName,text,programname,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45692,LineItem,text,lineitem,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45693,LineItemName,text,lineitemname,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45694,ReportedMonth,text,reportedmonth,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45695,ReportedAmount,number,reportedamount,,vypd-m9q8,https://data.cityofnewyork.us/d/vypd-m9q8,data.cityofnewyork
45696,# of students in grades 6-8,Number,of_students_in_grades_6_8,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45697,%2,Text,_2,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45698,City Council District,Number,city_council_district,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45699,# of students in grades 6-8 who have completed at least one semester of health instruction,Text,of_students_in_grades_6_8_1,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45700,# of 8th graders who have completed at least one semester of health instruction,Text,of_8th_graders_who_have,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45701,# of 8th graders,Number,of_8th_graders,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45702,%,Text,_,,bwx8-3rf4,https://data.cityofnewyork.us/d/bwx8-3rf4,data.cityofnewyork
45704,CD,Text,cd,Community District Number,tu4y-7fre,https://data.cityofnewyork.us/d/tu4y-7fre,data.cityofnewyork
45705,Month,Calendar date,month,First Day of the Report Month,tu4y-7fre,https://data.cityofnewyork.us/d/tu4y-7fre,data.cityofnewyork
45707,Boro,Text,boro,Borough Name,tu4y-7fre,https://data.cityofnewyork.us/d/tu4y-7fre,data.cityofnewyork
45708,Business Name,Text,business_name,"The legal business name as filed with the New York State Secretary of State or County Clerk or, if an individual, the person’s first name and last name.",adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45711,Census Tract,Text,census_tract,Census Tract where the business is located. ,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45712,BIN,Text,bin,Building Identification Number where the business is located.  ,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45713,Community Board,Text,community_board,Community District number where the business is located.  ,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45714,DCA License Number,Text,license_nbr,An identification number issued to businesses/individuals to operate legally for the duration of their license term.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45715,License Type,Text,license_type,Indicates whether the licensee is a business or an individual.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45716,License Status,Text,license_status,This indicates whether the license is active or inactive.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45717,Industry,Text,industry,The business category or business activity requiring a DCA-issued license in order to operate legally.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45720,Location,Point,location,,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45721,Location (address),Text,location_address,,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45722,Location (city),Text,location_city,,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45723,Location (state),Text,location_state,,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45724,Location (zip),Text,location_zip,,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45729,Contact Phone Number,Text,contact_phone,The phone number of the business.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45730,Longitude,Text,longitude,The longitude of the business's premise address. Not available for individual licenses.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45731,Latitude,Text,latitude,The latitude of the business's premise address. Not available for individual licenses.,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45732,NTA,Text,nta,Neighborhood Tabulation Area where the business is located.  ,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45733,BBL,Text,bbl,Borough Block Lot number where the business is located.  ,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45734,Council District,Text,council_district,City Council District number where the business is located. ,adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45738,Business Name 2,Text,business_name_2,"If applicable, the Doing-Business-As (DBA), or trade name.",adw8-wvxb,https://data.cityofnewyork.us/d/adw8-wvxb,data.cityofnewyork
45739,NUMBER OF STUDENTS / SEATS FILLED,Number,number_of_students_seats,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45740,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)",Text,core_subject_ms_core_and,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45741,"CORE COURSE 
(MS CORE and 
09-12 ONLY)",Text,core_course_ms_core_and_09,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45742,PROGRAM TYPE,Text,program_type,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45743,NUMBER OF SECTIONS,Number,number_of_sections,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45744,BORO,Text,boro,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45745,AVERAGE CLASS SIZE,Number,average_class_size,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45746,CSD,Number,csd,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45747,GRADE LEVEL,Text,grade_level,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45748,"SERVICE CATEGORY
(0K-08 ONLY)",Text,service_category_0k_08_only,,4hiy-398i,https://data.cityofnewyork.us/d/4hiy-398i,data.cityofnewyork
45749,DBN,Text,dbn,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45750,Percent White,Number,percent_white,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45751,Quality Review - How effective is the teaching and learning?,Text,quality_review_how_effective,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45752,Strong Family-Community Ties - Percent Positive,Number,strong_family_community_ties,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45753,Collaborative Teachers - Percent Positive,Number,collaborative_teachers_percent,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45754,Quality Review - How interesting and challenging is the curriculum?,Text,quality_review_how_interesting,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45755,Percent Black,Number,percent_black,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45756,Economic Need Index,Number,economic_need_index,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45757,School Name,Text,school_name,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45758,Enrollment,Number,enrollment,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45759,School Type,Text,school_type,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45760,Student Attendance Rate,Number,student_attendance_rate,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45761,Percent of Students Chronically Absent,Number,percent_of_students,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45762,Trust - Percent Positive,Number,trust_percent_positive,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45763,Quality Review - How well do teachers work with each other?,Text,quality_review_how_well_do,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45764,Percent English Language Learners,Number,percent_english_language,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45765,Percent Hispanic,Number,percent_hispanic,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45766,Quality Review - How clearly are high expectations communicated to students and staff?,Text,quality_review_how_clearly,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45767,Percent in Temp Housing,Number,percent_in_temp_housing,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45768,Percent Self-Contained,Number,percent_self_contained,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45769,Percent of teachers with 3 or more years of experience,Number,percent_of_teachers_with,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45770,Percent Students with Disabilities,Number,percent_students_with,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45771,Percent Asian,Number,percent_asian,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45772,Effective School Leadership - Percent Positive,Number,effective_school_leadership,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45773,Years of principal experience at this school,Number,years_of_principal_experience,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45774,Rigorous Instruction - Percent Positive,Number,rigorous_instruction_percent,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45775,Percent HRA Eligible,Number,percent_hra_eligible,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45776,Teacher Attendance Rate,Number,teacher_attendance_rate,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45777,Supportive Environment - Percent Positive,Number,supportive_environment_percent,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45778,Quality Review - Dates of Review,Text,quality_review_dates_of_review,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45779,Quality Review - How well does the school assess what students are learning?,Text,quality_review_how_well_does,,yibg-6r2q,https://data.cityofnewyork.us/d/yibg-6r2q,data.cityofnewyork
45780,Total Enrolled Students,Text,total_enrolled_students,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45781,DBN,Text,dbn,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45782,Discharge Type,Text,discharge_type,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45783,School Name,Text,school_name,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45784,Year,Text,year,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45785,Category,Text,category,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45786,# of Discharges,Text,of_discharges,,jpe4-9hh5,https://data.cityofnewyork.us/d/jpe4-9hh5,data.cityofnewyork
45789,Organization Name:,Text,organization_name,Name of Nominating organization. It is a person if an association does not exist.,ajh7-4wqg,https://data.cityofnewyork.us/d/ajh7-4wqg,data.cityofnewyork
45796,School Year,Text,school_year,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45797,Count of Students,Text,count_of_students,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45798,Geographic Unit,Text,geographic_unit,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45799,Code,Text,code,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45800,Total Enrolled Students,Text,total_enrolled_students,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45801,Code Type,Text,code_type,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45802,Category,Text,category,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45803,Description of Code,Text,description_of_code,,6sqr-c995,https://data.cityofnewyork.us/d/6sqr-c995,data.cityofnewyork
45804,Community School District,Number,community_school_district,,m9yq-6n44,https://data.cityofnewyork.us/d/m9yq-6n44,data.cityofnewyork
45806,% of Students within Grade,Text,of_students_within_grade,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45807,Borough,Text,borough,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45808,Grade Level,Text,grade_level,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45809,Program Type,Text,program_type,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45810,Department,Text,department,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45811,Class Size,Text,class_size,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45812,Number of Students,Text,number_of_students,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45813,Number of Classes,Text,number_of_classes,,i3ez-z58g,https://data.cityofnewyork.us/d/i3ez-z58g,data.cityofnewyork
45814,Quality Review - How effective is the teaching and learning?,Text,quality_review_how_effective,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45815,Economic Need Index,Number,economic_need_index,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45816,Percent Self-Contained,Number,percent_self_contained,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45817,Quality Review - How clearly are high expectations communicated to students and staff?,Text,quality_review_how_clearly,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45818,Quality Review - How well does the school assess what students are learning?,Text,quality_review_how_well_does,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45819,Trust - Percent Positive,Number,trust_percent_positive,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45820,Supportive Environment - Percent Positive,Number,supportive_environment_percent,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45821,Collaborative Teachers - Percent Positive,Number,collaborative_teachers_percent,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45822,DBN,Text,dbn,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45823,Effective School Leadership Rating,Text,effective_school_leadership,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45824,School Type,Text,school_type,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45825,Rigorous Instruction Rating,Text,rigorous_instruction_rating,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45826,Quality Review - Dates of Review,Text,quality_review_dates_of_review,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45827,Percent English Language Learners,Number,percent_english_language,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45828,Years of principal experience at this school,Number,years_of_principal_experience,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45829,Quality Review - How interesting and challenging is the curriculum?,Text,quality_review_how_interesting,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45830,Percent White,Number,percent_white,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45831,Percent of teachers with 3 or more years of experience,Number,percent_of_teachers_with,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45832,Percent Students with Disabilities,Number,percent_students_with,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45833,Percent Asian,Number,percent_asian,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45834,Strong Family-Community Ties Rating,Text,strong_family_community_ties,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45835,Collaborative Teachers Rating,Text,collaborative_teachers_rating,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45836,Effective School Leadership - Percent Positive,Number,effective_school_leadership_1,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45837,School Name,Text,school_name,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45838,Strong Family-Community Ties - Percent Positive,Number,strong_family_community_ties_1,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45839,Enrollment,Number,enrollment,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45840,Percent HRA Eligible,Number,percent_hra_eligible,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45841,Trust Rating,Text,trust_rating,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45842,Quality Review - How well do teachers work with each other?,Text,quality_review_how_well_do,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45843,Supportive Environment Rating,Text,supportive_environment_rating,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45844,Teacher Attendance Rate,Number,teacher_attendance_rate,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45845,Student Attendance Rate,Number,student_attendance_rate,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45846,Rigorous Instruction - Percent Positive,Number,rigorous_instruction_percent,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45847,Percent Hispanic,Number,percent_hispanic,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45848,Percent Black,Number,percent_black,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45849,Percent in Temp Housing,Number,percent_in_temp_housing,,xy5n-i6mb,https://data.cityofnewyork.us/d/xy5n-i6mb,data.cityofnewyork
45850,"CORE SUBJECT 
(MS CORE and 
9-12 ONLY)",Text,core_subject_ms_core_and,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45851,"SERVICE CATEGORY
(K-9* ONLY)",Text,service_category_k_9_only,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45853,CLASS SIZE,Text,class_size,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45854,GRADE LEVEL,Text,grade_level,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45855,PROGRAM TYPE,Text,program_type,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45856,NUMBER OF CLASSES,Number,number_of_classes,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45857,NUMBER OF STUDENTS,Number,number_of_students,,edai-t99u,https://data.cityofnewyork.us/d/edai-t99u,data.cityofnewyork
45859,Total%,Text,total_2,,e9ah-8qv4,https://data.cityofnewyork.us/d/e9ah-8qv4,data.cityofnewyork
45863,Category Values,Text,category_values,,e9ah-8qv4,https://data.cityofnewyork.us/d/e9ah-8qv4,data.cityofnewyork
45864,Total#,Text,total_1,,e9ah-8qv4,https://data.cityofnewyork.us/d/e9ah-8qv4,data.cityofnewyork
45865,Borough,Text,borough,,e9ah-8qv4,https://data.cityofnewyork.us/d/e9ah-8qv4,data.cityofnewyork
45866,Category Type,Text,category_type,,e9ah-8qv4,https://data.cityofnewyork.us/d/e9ah-8qv4,data.cityofnewyork
45867,Total Enrolled Students,Number,total_enrolled_students,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45868,Description of Code,Text,description_of_code,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45869,School Year,Text,school_year,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45870,Code,Text,code,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45871,Code Type,Text,code_type,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45872,Count of Students,Text,count_of_students,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45873,Geographic Unit,Text,geographic_unit,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45874,Category,Text,category,,ru7q-zr7g,https://data.cityofnewyork.us/d/ru7q-zr7g,data.cityofnewyork
45875,Code,Text,code,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45876,Code Type,Text,code_type,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45877,Category,Text,category,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45878,Count of Students,Text,count_of_students,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45879,Total Enrolled Students,Text,total_enrolled_students,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45880,Geographic Unit,Text,geographic_unit,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45881,Year,Text,year,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45882,Description of Code,Text,description_of_code,,gix2-d8at,https://data.cityofnewyork.us/d/gix2-d8at,data.cityofnewyork
45883,NUMBER OF STUDENTS,Number,number_of_students,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
45884,CORE SUBJECT,Text,core_subject,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
45885,GRADE LEVEL,Text,grade_level,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
45886,SERVICE CATEGORY,Text,service_category,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
45887,NUMBER OF CLASSES,Number,number_of_classes,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
45888,CLASS SIZE,Text,class_size,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
