,column_name,columns_datatype,columns_field_name,dataset,department
8528,Math # Tested,Text,math_tested,2016-17 Co-Location Reporting,Department of Education (DOE)
8529,ELA # Proficient (L3&4),Text,ela_proficient_l3_4_1,2016-17 Co-Location Reporting,Department of Education (DOE)
8530,ELA # Tested,Text,ela_tested,2016-17 Co-Location Reporting,Department of Education (DOE)
8531,% Multiple Race Categories Not Represented,Text,multiple_race_categories_not_represented,2016-17 Co-Location Reporting,Department of Education (DOE)
8532,% 4-Year August Graduates,Text,_4_year_august_graduates,2016-17 Co-Location Reporting,Department of Education (DOE)
8533,% Asian,Text,asian,2016-17 Co-Location Reporting,Department of Education (DOE)
8534,Transfer School,Text,transfer_school,2016-17 Co-Location Reporting,Department of Education (DOE)
8535,Building ID(s),Text,building_id_s,2016-17 Co-Location Reporting,Department of Education (DOE)
8536,% 6-Year Graduates,Text,_6_year_graduates,2016-17 Co-Location Reporting,Department of Education (DOE)
8537,Grades 6-8 Enrollment,Text,grades_6_8_enrollment,2016-17 Co-Location Reporting,Department of Education (DOE)
8538,School Name,Text,school_name,2016-17 Co-Location Reporting,Department of Education (DOE)
8539,District,Text,district,2016-17 Co-Location Reporting,Department of Education (DOE)
8540,Total Enrollment,Text,total_enrollment,2016-17 Co-Location Reporting,Department of Education (DOE)
8541,Is Org Split-Sited,Text,is_org_split_sited,2016-17 Co-Location Reporting,Department of Education (DOE)
8542,% Poverty,Text,poverty,2016-17 Co-Location Reporting,Department of Education (DOE)
8543,Math % Proficient (L3&4),Text,math_proficient_l3_4_2,2016-17 Co-Location Reporting,Department of Education (DOE)
8544,Grades 9-12 Enrollment,Text,grades_9_12_enrollment,2016-17 Co-Location Reporting,Department of Education (DOE)
8545,% Swd,Text,swd,2016-17 Co-Location Reporting,Department of Education (DOE)
8546,Grades Pk-5 Enrollment,Text,grades_pk_5_enrollment,2016-17 Co-Location Reporting,Department of Education (DOE)
8547,Total Grad Cohort,Text,total_grad_cohort,2016-17 Co-Location Reporting,Department of Education (DOE)
8548,% White,Text,white,2016-17 Co-Location Reporting,Department of Education (DOE)
8549,% Ell,Text,ell,2016-17 Co-Location Reporting,Department of Education (DOE)
8550,DBN,Text,dbn,2016-17 Co-Location Reporting,Department of Education (DOE)
8551,ELA % Proficient (L3&4),Text,ela_proficient_l3_4_2,2016-17 Co-Location Reporting,Department of Education (DOE)
8552,School Name,Text,school_name,2016 Public Data File Student,Department of Education (DOE)
8553,DBN,Text,dbn,2016 Public Data File Student,Department of Education (DOE)
8554,Total Teacher Response Rate,Number,total_teacher_response_rate,2016 Public Data File Student,Department of Education (DOE)
8555,"Total Parent 
Response Rate",Number,total_parent_response_rate,2016 Public Data File Student,Department of Education (DOE)
8556,Total Student Response Rate,Number,total_student_response_rate,2016 Public Data File Student,Department of Education (DOE)
8557,Program Type,Text,program_type,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8558,Grade Level,Text,grade_level,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8559,Department,Text,department,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8560,% of Students within Grade,Number,of_students_within_grade,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8561,Number of Classes,Number,number_of_classes,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8562,Class Size,Text,class_size,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8563,District,Number,district,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8564,Number of Students,Number,number_of_students,2018 - 2019 Class Size Pct District MSHS,Department of Education (DOE)
8565, Total Regents % of cohort,Text,total_regents_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8566,Still Enrolled % of cohort,Text,still_enrolled_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8567,Total Cohort #,Text,total_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8568,Total Grads % of cohort,Text,total_grads_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8569,Dropped Out #,Text,dropped_out,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8570,Local % of grads,Text,local_of_grads,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8571, Total Regents % of grads,Text,total_regents_of_grads,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8572, Total Regents #,Text,total_regents,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8573,Regents w/o Advanced #,Text,regents_w_o_advanced,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8574,School Name,Text,school_name,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8575,Regents w/o Advanced % of cohort,Text,regents_w_o_advanced_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8576,Regents w/o Advanced % of grads,Text,regents_w_o_advanced_of_grads,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8577,Local #,Text,local,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8578, Advanced Regents #,Text,advanced_regents,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8579, Advanced Regents % of cohort,Text,advanced_regents_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8580,DBN,Text,dbn,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8581,Category,Text,category,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8582,Cohort Year,Text,cohort_year,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8583,Local % of cohort,Text,local_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8584,Still Enrolled #,Text,still_enrolled,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8585,Total Grads #,Text,total_grads,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8586, Advanced Regents % of grads,Text,advanced_regents_of_grads,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8587,Dropped Out % of cohort,Text,dropped_out_of_cohort,2014-15 Graduation Outcomes - Total,Department of Education (DOE)
8588,Num Level 4,Text,num_level_4,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8589,Year,Text,year,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8590,Pct Level 1,Text,pct_level_1,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8591,Number Tested,Text,number_tested,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8592,Num Level 1,Text,num_level_1,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8593,Num Level 3 and 4,Text,num_level_3_and_4,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8594,Grade,Text,grade,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8595,Borough,Text,borough,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8596,Pct Level 2,Text,pct_level_2,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8597,Pct Level 3 and 4,Text,pct_level_3_and_4,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8598,Demographic,Text,demographic,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8599,Pct Level 4,Text,pct_level_4,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8600,Num Level 3,Text,num_level_3,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8601,Pct Level 3,Text,pct_level_3,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8602,Mean Scale Score,Text,mean_scale_score,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8603,Num Level 2,Text,num_level_2,2006 - 2012 English Language Arts (ELA) Test Results - Borough - Ethnicity,Department of Education (DOE)
8604,Grade,Text,grade,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8605,Pct Level 3 and 4,Text,pct_level_3_and_4,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8606,Num Level 3 and 4,Text,num_level_3_and_4,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8607,Pct Level 4,Text,pct_level_4,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8608,Year,Text,year,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8609,Num Level 3,Text,num_level_3,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8610,Pct Level 3,Text,pct_level_3,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8611,Pct Level 2,Text,pct_level_2,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8612,Num Level 4,Text,num_level_4,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8613,Mean Scale Score,Text,mean_scale_score,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8614,Num Level 1,Text,num_level_1,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8615,Pct Level 1,Text,pct_level_1,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8616,Demographic,Text,demographic,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8617,Num Level 2,Text,num_level_2,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8618,Number Tested,Text,number_tested,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE)
8619,School Name,Text,school_name,2017 Public Data File Teacher,Department of Education (DOE)
8620,Strong Family-Community Ties Score,Text,strong_family_community_ties,2017 Public Data File Teacher,Department of Education (DOE)
8621,Total Student Response Rate,Text,total_student_response_rate,2017 Public Data File Teacher,Department of Education (DOE)
8622,"Total Parent 
Response Rate",Text,total_parent_response_rate,2017 Public Data File Teacher,Department of Education (DOE)
8623,Trust Score,Text,trust_score,2017 Public Data File Teacher,Department of Education (DOE)
8624,Total Teacher Response Rate,Text,total_teacher_response_rate,2017 Public Data File Teacher,Department of Education (DOE)
8625,DBN,Text,dbn,2017 Public Data File Teacher,Department of Education (DOE)
8626,Supportive Environment Score,Text,supportive_environment_score,2017 Public Data File Teacher,Department of Education (DOE)
8627,Rigorous Instruction Score,Text,rigorous_instruction_score,2017 Public Data File Teacher,Department of Education (DOE)
8628,Effective School Leadership Score,Text,effective_school_leadership,2017 Public Data File Teacher,Department of Education (DOE)
8629,Collaborative Teachers Score,Text,collaborative_teachers_score,2017 Public Data File Teacher,Department of Education (DOE)
8630,District,Number,district,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8631,# of students who have an IEP that recommends adaptive physical education,Text,of_students_who_have,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8632,Average minutes per week of physical education instruction,Text,average_minutes_per,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8633,# of students who are receiving less than the required amount of physical education instruction,Text,of_students_who_are_2,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8634,% of students who are receiving the required amount of physical education instruction,Text,of_students_who_are_1,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8635,Category,Text,category,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8636,# of students who are receiving the required amount of physical education instruction,Text,of_students_who_are,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8637,Average frequency per week of physical education instruction,Text,average_frequency,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8638,Grade Level,Text,grade_level,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8639,% of students who are receiving less than the required amount of physical education instruction,Text,of_students_who_are_3,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8640,% of students who have an IEP that recommends adaptive physical education,Text,of_students_who_have_1,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE)
8641,ADMINISTRATIVE DISTRICT,Number,administrative_district,2015-2016 Suspension Report NYPD Contacts - Race,Department of Education (DOE)
8642,BLACK SUSPENSIONS Resulting from Incidents Where NYPD was Contacted,Text,black_suspensions_resulting_from_incidents_where_nypd_was_contacted,2015-2016 Suspension Report NYPD Contacts - Race,Department of Education (DOE)
